n_days,active_days,active_pct,avg_names_when_active,mean_bps,std_bps,cagr_pct,sharpe,sortino,max_dd_pct,total_x,win_rate_pct,t_stat
4130,3227,78.13559322033899,7.389215990083669,3.99256569666852,51.9762958021525,10.206614192107466,1.2194023175504694,1.3851481370666514,-16.450618493750035,4.917412611156546,56.77099473194917,4.936529896563641
